task_id,family,ctx,method,keep_frac,mode,correct,n_steps,text,prompt_tokens,dense_correct,flip_frac,mean_kl,mean_est_dropped,mean_oracle_dropped
multi_entity-1024-0,multi_entity,1024,dense,1.0,free,True,1, lantern,,,,,,
multi_entity-1024-0,multi_entity,1024,quest_topk,0.5,free,True,1, lantern,1091.0,True,0.0,0.00012534612324088812,0.00681971398087929,0.030346669470115255
multi_entity-1024-0,multi_entity,1024,quest_topk,0.25,free,True,1, lantern,1091.0,True,0.0,0.0018454459495842457,0.02460734466694703,0.07090512767899781
multi_entity-1024-0,multi_entity,1024,quest_topk,0.125,free,True,1, lantern,1091.0,True,0.0,0.005319275427609682,0.07629814407603892,0.15321465915379426
multi_entity-1024-0,multi_entity,1024,quest_topk,0.0625,free,True,1, lantern,1091.0,True,0.0,0.0049449605867266655,0.4215901577845216,0.49789394065737724
multi_entity-1024-0,multi_entity,1024,quest_topk,0.03125,free,True,1, lantern,1091.0,True,0.0,0.0049449605867266655,0.4215901577845216,0.49789394065737724
multi_entity-1024-0,multi_entity,1024,mean_topk,0.5,free,True,1, lantern,1091.0,True,0.0,1.0102194210048765e-06,0.028204147655439254,0.024801008733144652
multi_entity-1024-0,multi_entity,1024,mean_topk,0.25,free,True,1, lantern,1091.0,True,0.0,0.004606509581208229,0.08621286111883819,0.07240992706889908
multi_entity-1024-0,multi_entity,1024,mean_topk,0.125,free,True,1, lantern,1091.0,True,0.0,0.002523348666727543,0.22780358977615833,0.17571048066020012
multi_entity-1024-0,multi_entity,1024,mean_topk,0.0625,free,True,1, lantern,1091.0,True,0.0,0.0049449605867266655,0.5324282472332319,0.49789394065737724
multi_entity-1024-0,multi_entity,1024,mean_topk,0.03125,free,True,1, lantern,1091.0,True,0.0,0.0049449605867266655,0.5324282472332319,0.49789394065737724
multi_entity-1024-0,multi_entity,1024,local_sink,0.5,free,True,1, lantern,1091.0,True,0.0,0.00025941734202206135,,0.047533756956302874
multi_entity-1024-0,multi_entity,1024,local_sink,0.25,free,True,1, lantern,1091.0,True,0.0,0.0011244025081396103,,0.08110361534636468
multi_entity-1024-0,multi_entity,1024,local_sink,0.125,free,True,1, lantern,1091.0,True,0.0,0.0029801293276250362,,0.23989842428515354
multi_entity-1024-0,multi_entity,1024,local_sink,0.0625,free,True,1, lantern,1091.0,True,0.0,0.0049449605867266655,,0.49789394065737724
multi_entity-1024-0,multi_entity,1024,local_sink,0.03125,free,True,1, lantern,1091.0,True,0.0,0.0049449605867266655,,0.49789394065737724
multi_entity-1024-1,multi_entity,1024,dense,1.0,free,False,1, lantern,,,,,,
multi_entity-1024-1,multi_entity,1024,quest_topk,0.5,free,False,1, lantern,1060.0,False,0.0,4.3967145302303834e-07,0.011344267618672651,0.04845944413682446
multi_entity-1024-1,multi_entity,1024,quest_topk,0.25,free,False,1, lantern,1060.0,False,0.0,0.00023941625840961933,0.04188213474359751,0.1264632724535962
multi_entity-1024-1,multi_entity,1024,quest_topk,0.125,free,False,1, lantern,1060.0,False,0.0,0.0007522627711296082,0.09295191867325532,0.19112180025937656
multi_entity-1024-1,multi_entity,1024,quest_topk,0.0625,free,False,1, lantern,1060.0,False,0.0,0.04244032874703407,0.44652261732456583,0.4442058838903904
multi_entity-1024-1,multi_entity,1024,quest_topk,0.03125,free,False,1, lantern,1060.0,False,0.0,0.04244032874703407,0.44652261732456583,0.4442058838903904
multi_entity-1024-1,multi_entity,1024,mean_topk,0.5,free,False,1, lantern,1060.0,False,0.0,2.320564817637205e-06,0.04300564264606995,0.034154201624915004
multi_entity-1024-1,multi_entity,1024,mean_topk,0.25,free,False,1, lantern,1060.0,False,0.0,0.0008134618401527405,0.12840218054285893,0.09622787385402869
multi_entity-1024-1,multi_entity,1024,mean_topk,0.125,free,False,1, lantern,1060.0,False,0.0,0.009418264962732792,0.24653369933366776,0.189652763462315
multi_entity-1024-1,multi_entity,1024,mean_topk,0.0625,free,False,1, lantern,1060.0,False,0.0,0.04244032874703407,0.4649893653889497,0.4442058838903904
multi_entity-1024-1,multi_entity,1024,mean_topk,0.03125,free,False,1, lantern,1060.0,False,0.0,0.04244032874703407,0.4649893653889497,0.4442058838903904
multi_entity-1024-1,multi_entity,1024,local_sink,0.5,free,False,1, lantern,1060.0,False,0.0,0.0028451033867895603,,0.11852368401984374
multi_entity-1024-1,multi_entity,1024,local_sink,0.25,free,False,1, lantern,1060.0,False,0.0,0.009221311658620834,,0.1676809542501966
multi_entity-1024-1,multi_entity,1024,local_sink,0.125,free,False,1, lantern,1060.0,False,0.0,0.01468865480273962,,0.21525528763110438
multi_entity-1024-1,multi_entity,1024,local_sink,0.0625,free,False,1, lantern,1060.0,False,0.0,0.04244032874703407,,0.4442058838903904
multi_entity-1024-1,multi_entity,1024,local_sink,0.03125,free,False,1, lantern,1060.0,False,0.0,0.04244032874703407,,0.4442058838903904
multi_entity-1024-2,multi_entity,1024,dense,1.0,free,True,2,Locket,,,,,,
multi_entity-1024-2,multi_entity,1024,quest_topk,0.5,free,True,2,Locket,1054.0,True,0.0,7.796525943604138e-05,0.006631550398462119,0.03197014937904896
multi_entity-1024-2,multi_entity,1024,quest_topk,0.25,free,True,2,Locket,1054.0,True,0.0,0.0015384505786641967,0.01955324610662501,0.07145508657170771
multi_entity-1024-2,multi_entity,1024,quest_topk,0.125,free,True,2,Locket,1054.0,True,0.0,0.005435735482024029,0.04896715832425495,0.14459163016484428
multi_entity-1024-2,multi_entity,1024,quest_topk,0.0625,free,False,16,Loch..&&&&&&&&&&&&&&&&&&&&&&&&,1054.0,True,0.375,5.321313055232167,0.4503791588349486,0.4096871799847577
multi_entity-1024-2,multi_entity,1024,quest_topk,0.03125,free,False,16,Loch..&&&&&&&&&&&&&&&&&&&&&&&&,1054.0,True,0.375,5.321313055232167,0.4503791588349486,0.4096871799847577
multi_entity-1024-2,multi_entity,1024,mean_topk,0.5,free,True,2,Locket,1054.0,True,0.0,0.00010411309631308541,0.041722328411803275,0.028443961901454408
multi_entity-1024-2,multi_entity,1024,mean_topk,0.25,free,True,2,Locket,1054.0,True,0.0,0.00017715438661980443,0.11074323975481093,0.07367122227636476
multi_entity-1024-2,multi_entity,1024,mean_topk,0.125,free,True,2,Locket,1054.0,True,0.0,0.0047314660041593015,0.21554238776055473,0.13675043747449916
